essay_id,essay,domain1_score,word_count,sent_count,avg_word_len,lemma_count,spell_err_count,noun_count,adj_count,verb_count,adv_count,neg_score,pos_score,neu_score,cosine_similarity
8863,The author concludes the story with this because gardens cannot grow with snow on the ground. So she she figurers when all the snow is melted she”ll try to grow another one. I feel as if she wasn’t  happy enough to grow another garden I think she should be more interested in growin it then disappointed.    ,0.0,59,3,4.11864406779661,44,0.05084745762711865,0.1864406779661017,0.06779661016949153,0.1864406779661017,0.06779661016949153,0.051,0.11,0.839,0.03437144486950633
8864,The narrater has that in with Paragraph becuse it all makes sence and it go'ss along together. The narrater says that when the guiss come out and the hibicus is budding is becuse it is ones more agian spring   ,0.0,40,2,4.175,30,0.225,0.2,0.025,0.225,0.1,0.0,0.0,1.0,0.02019905715809355
8865,"The author concludes the story with that passage to show the importance of the inspiration Saeng gets from the hibiscus plant. Saeng, throughout the story was comforted by the hibiscus plant because it reminded her of home. The plant during the winter metaphorically explains: @CAPS1 attitude towards her new country and her driving test; the hibiscus plant in the winter is not as beautiful in the bitter cold, but it adapts and survives, and returns to its beautiful state in the spring. Saeng is bitter about her new country and driving test, but is adapting, and will be inspired by the beautiful state of the hibiscus in the spring to try her test again. In conclusion, the author ended the story in that way to stress importance in the relationship between Saeng and the hibiscus plant.",3.0,136,5,4.727941176470588,64,0.03676470588235294,0.3235294117647059,0.058823529411764705,0.1323529411764706,0.029411764705882353,0.125,0.085,0.79,0.13722260502177253
8866,The author ended the story with this paragraph because it shows change. The snow is melting represents change from cold to warm. The geese returning represents a new life as in coming back to something semi–new. Just like the author is going back to drivers ed. The hibiscus is budding represents growth. The author will be older and more knolageble and more skilled than before.,2.0,66,6,4.666666666666667,46,0.015151515151515152,0.21212121212121213,0.10606060606060606,0.24242424242424243,0.07575757575757576,0.0,0.103,0.897,0.07980071243740161
8867,"The author concludes the story with this paragraph of, “Winter Hibiscus”, because it takes us back to things that happened in the story. Saeng failed the test before. In the spring the hibiscus will be budding again. Saeng realized that many of the things she thought were strange, were almost familiar to her now. The calls of the snow geese were almost familiar to her. The snow melting will tell her that it is now spring. Some of the things that might happen as a result of spring coming might be that @PERSON1 will past the test. Her mother will be proud of her. Also, Saeng will start to become a customed to her new country and her new surrounding and stopremenising about her life back in Vietnam.",2.0,128,9,4.390625,68,0.046875,0.21875,0.078125,0.1640625,0.0625,0.039,0.024,0.938,0.14022237928774325
8868,The reason the author concludes the story with this paragraph is because the author wanted to tell about about when saeng will take the test again. The author told the time with the season of the spring. In spring all the snows were melted and the geese and hibiscus has budding. And this paragraped make the reader to understand easyer. This is why the author include this paragraph in the story. ,1.0,71,5,4.535211267605634,44,0.04225352112676056,0.28169014084507044,0.014084507042253521,0.19718309859154928,0.028169014084507043,0.0,0.0,1.0,0.09382243008539135
8869,"The story ended with the author saying, ""when they come back, saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again."" The author concludes the story with this paragraph because Saeng is upset about spending @NUM1 on a plant that she had felt was different than the plant at home. She is stating that she is not going to take the test of buying one again until the geese return and the Hibiscus budds.",0.0,92,3,4.304347826086956,62,0.043478260869565216,0.22826086956521738,0.043478260869565216,0.21739130434782608,0.06521739130434782,0.028,0.0,0.972,0.13797958932650137
8870,I believe that the author concludes the story with this paragraph because the paragraph helps bring to story to a closing. In the paragraph she is basically saying when the geese return and my flower is budding I'll be prepared enough to take the test. She'll be prepared because she'll be adapted enough and she'll have experienced enough just like the plant and the geese. She Is comparing her life to the lives of the geese and the life of her flower.,2.0,86,4,4.244186046511628,45,0.0,0.1744186046511628,0.05813953488372093,0.26744186046511625,0.03488372093023256,0.0,0.105,0.895,0.07952248205296772
8871,The author would conclude the story with that paragraph because she failed the test before and she wants to pass it. It makes you wonder if she will pass it or not.,1.0,32,2,4.09375,27,0.0,0.125,0.0,0.21875,0.03125,0.096,0.0,0.904,0.0632287651418177
8872,"In the story, ""Winter Hibiscus,"" by Minfong Ho, it concludes the story with a good ending. In the story the girl buys a Hibiscus that remainds her of home. She goes home & tells her mother she failed her test but bought the plant. While she was planting it she seen geese and she was reminded of home. America was like home and she was happier. In the text she says, ""many of the things that she had thought of as strange before had become, almost familiar to her now."" She is willing to give the test another try and is sure to pass it. America is now starting to feel a little more like home. ",2.0,115,8,4.008695652173913,62,0.017391304347826087,0.21739130434782608,0.06086956521739131,0.22608695652173913,0.043478260869565216,0.035,0.128,0.838,0.12328341100460383
